GRIN_accessionID,GRIN_ACCESSION,GRIN_PLANT_NAME,GRIN_TAXONOMY,GRIN_GENEBANK,GRIN_ORIGIN,GRIN_DbID,passQC,missingness_rate,Vv_ancestry_pct,NA1_ancestry_pct,NA2_ancestry_pct,Mus_ancestry_pct,EA_ancestry_pct,vivc_prime_name,vivc_number,vivc_country_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,vivc_pedigree_confirmed,match_methods,n_confirming_methods,origin_crossval,species_crossval,ambiguous_flag
PI_597229,PI 597229,Melody,Vitis hybr.,GEN,"New York, United States",1007314.0,True,0.09,62.9,16.8,20.4,0.0,0.0,MELODY,7614,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,SEYVAL BLANC,GENEVA WHITE 5,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597228,PI 597228,Sugar Plum,Vitis hybr.,GEN,Unknown,1007285.0,True,0.1,43.5,0.0,56.5,0.0,0.0,SUGAR PLUM,12041,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597226,PI 597226,Bertille Seyve 2862,Vitis hybr.,GEN,France,1007209.0,True,0.36,40.0,45.9,14.1,0.0,0.0,BERTILLE SEYVE 2863,19764,FRANCE,VITIS INTERSPECIFIC CROSSING,,BERTILLE SEYVE 822,BERTILLE SEYVE 872,,M5_fuzzy(r=0.947),1,OK,OK,False
PI_597225,PI 597225,Canandaigua,Vitis hybr.,GEN,"New York, United States",1007208.0,True,0.13,50.0,0.3,49.7,0.0,0.0,CANANDAIGUA,2040,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS LABRUSCA LINNE,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597223,PI 597223,Seibel 2003,Vitis hybr.,GEN,France,1007177.0,True,0.23,62.9,0.0,37.1,0.0,0.0,SEIBEL 200,10912,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,MUNSON,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M5_fuzzy(r=0.952),1,OK,OK,False
PI_597221,PI 597221,Joannes Seyve 14-982,Vitis hybr.,GEN,France,1007114.0,True,0.13,0.0,50.0,50.0,0.0,0.0,JOANNES SEYVE 14982,5779,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6468,BERTILLE SEYVE 4176,,M5_fuzzy(r=0.974),1,OK,OK,False
PI_597220,PI 597220,Seibel 13-680,Vitis hybr.,GEN,France,1007097.0,True,0.09,50.0,0.0,50.0,0.0,0.0,SEIBEL 13680,11410,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,PLANTET,SEIBEL 6468,,M5_fuzzy(r=0.960),1,OK,OK,False
PI_597219,PI 597219,Joannes Seyve 9-149,Vitis hybr.,GEN,France,1007094.0,True,0.13,40.9,46.8,12.3,0.0,0.0,JOANNES SEYVE 9149,5767,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6468,PLANTET,,M5_fuzzy(r=0.973),1,OK,OK,False
PI_597217,PI 597217,Seibel 7349,Vitis hybr.,GEN,France,1007077.0,True,0.34,46.7,0.0,0.0,0.0,53.3,SEIBEL 7349,11245,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597216,PI 597216,Seibel 8229,Vitis hybr.,GEN,France,1007033.0,True,0.1,55.1,37.8,7.0,0.0,0.0,SEIBEL 8229,11275,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 5163,SEIBEL 4989,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597215,PI 597215,Seibel 2007,Vitis hybr.,GEN,France,1007024.0,True,0.17,0.0,0.0,100.0,0.0,0.0,SEIBEL 200,10912,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,MUNSON,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M5_fuzzy(r=0.952),1,OK,OK,False
PI_597214,PI 597214,King Phillip,Vitis hybr.,GEN,Unknown,1007018.0,True,0.11,55.7,0.0,44.3,0.0,0.0,KING PHILIP,6232,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,VITIS LABRUSCA LINNE,,M5_fuzzy(r=0.957),1,MISMATCH,OK,False
PI_597213,PI 597213,Wilder,Vitis hybr.,GEN,"Massachusetts, United States",1007008.0,True,0.08,50.3,0.3,49.4,0.0,0.0,WILDER,13239,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CARTER,SCHIAVA GROSSA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597212,PI 597212,Piney,Vitis hybr.,GEN,"Missouri, United States",1007001.0,True,0.15,34.0,0.0,66.0,0.0,0.0,PINEY,9267,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,MERRIMAC,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597211,PI 597211,Bluestar,Vitis hybr.,GEN,"Maryland, United States",1006985.0,True,0.11,31.9,0.0,68.1,0.0,0.0,BLUESTAR,1471,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,FREDONIA,NIAGARA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597210,PI 597210,Perkins,Vitis hybr.,GEN,"Massachusetts, United States",1006975.0,True,0.12,30.5,0.4,69.0,0.0,0.1,PERKINS,9154,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,ROSE,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597209,PI 597209,Mary's Favorite,Vitis hybr.,GEN,"Indiana, United States",1006971.0,True,0.11,26.4,24.0,49.6,0.0,0.0,MARY'S FAVORITE,7461,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597208,PI 597208,Seibel 1077,Vitis hybr.,GEN,France,1006962.0,True,0.08,73.0,0.0,27.0,0.0,0.0,SEIBEL 1077,10989,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,MUNSON,ARAMON,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597207,PI 597207,Croton,Vitis hybr.,GEN,"New York, United States",1006942.0,True,0.08,76.5,0.0,23.5,0.0,0.0,CROTON,3258,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,DELAWARE,CHASSELAS BLANC,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597233,PI 597233,Reliance,Vitis hybr.,GEN,"Arkansas, United States",1007733.0,True,0.18,54.1,0.0,45.9,0.0,0.0,RELIANCE,10009,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,ONTARIO,SUFFOLK RED,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
PI_597234,PI 597234,Mars,Vitis hybr.,GEN,"Arkansas, United States",1007738.0,True,0.12,47.4,1.9,50.7,0.0,0.0,MARS,7432,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,FREDONIA,ARKANSAS 1339,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
PI_597235,PI 597235,St. Croix,Vitis hybr.,GEN,"Wisconsin, United States",1007760.0,True,0.23,26.8,35.6,37.6,0.0,0.0,ST. CROIX,11986,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,ELMER SWENSON 283,ELMER SWENSON 193,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597263,PI 597263,Norwood,Vitis hybr.,GEN,United States,1010495.0,True,0.08,50.0,0.3,49.7,0.0,0.0,NORWOOD,8603,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CONCORD,SCHIAVA GROSSA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597262,PI 597262,Seyve-Villard 2-108,Vitis hybr.,GEN,France,1010426.0,True,0.15,49.8,33.8,16.5,0.0,0.0,SEYVE VILLARD 2- 108,11560,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M5_fuzzy(r=0.923),1,OK,OK,False
PI_597259,PI 597259,HN 12,Vitis hybr.,GEN,Unknown,1010187.0,True,0.11,46.8,40.8,12.4,0.0,0.0,HN 12,17758,CANADA,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597255,PI 597255,Hendrickson Seedless,Vitis vinifera L. subsp. vinifera ,GEN,Unknown,1008686.0,True,0.08,100.0,0.0,0.0,0.0,0.0,HENDRICKSON SEEDLESS,14482,,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,MISMATCH,True
PI_597236,PI 597236,Eleven Point,Vitis hybr.,GEN,"Missouri, United States",1007791.0,True,0.1,59.2,8.2,32.7,0.0,0.0,ELEVEN POINT,3872,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CAPTAIN,TERRET BLANC,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597249,PI 597249,Elizabeth,Vitis hybr.,GEN,"New York, United States",1008607.0,True,0.14,24.0,0.7,75.0,0.0,0.3,ELIZABETH,3874,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,VITIS LABRUSCA LINNE,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
PI_597248,PI 597248,Monitor,Vitis hybr.,GEN,Unknown,1008566.0,True,0.15,10.0,50.5,39.6,0.0,0.0,MONITOR,7929,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CARVER,CONCORD,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597247,PI 597247,Gaertner,Vitis hybr.,GEN,"Massachusetts, United States",1008558.0,True,0.09,50.5,1.3,48.2,0.0,0.0,GAERTNER,4304,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,CARTER,CHASSELAS BLANC,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597246,PI 597246,Helen Keller,Vitis hybr.,GEN,"Pennsylvania, United States",1008543.0,True,0.15,40.9,0.4,58.6,0.0,0.0,HELEN KELLER,5343,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS LABRUSCA LINNE,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597245,PI 597245,Seibel 2056,Vitis hybr.,GEN,France,1008317.0,True,0.22,24.8,25.8,49.4,0.0,0.0,SEIBEL 2056,11007,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,MUNSON,ARAMON,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597243,PI 597243,Venus,Vitis hybr.,GEN,"Arkansas, United States",1008133.0,True,0.11,65.6,1.1,33.3,0.0,0.0,VENUS,12937,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,ALDEN,NEW YORK 46000,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
PI_597242,PI 597242,Suffolk Red,Vitis hybr.,GEN,"New York, United States",1008107.0,True,0.27,66.4,0.3,33.4,0.0,0.0,SUFFOLK RED,12038,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,FREDONIA,KISHMISH CHERNYI,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597239,PI 597239,Seibel 7079,Vitis hybr.,GEN,France,1007886.0,True,0.11,45.2,43.7,11.2,0.0,0.0,SEIBEL 779,18079,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,CLAIRETTE DOREE GANZIN,SEIBEL 14,,M5_fuzzy(r=0.952),1,OK,OK,False
PI_597238,PI 597238,Dix,Vitis hybr.,GEN,"New Jersey, United States",1007854.0,True,0.09,48.2,34.5,16.6,0.0,0.7,DIX,14476,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,AMERICA,BAILEY,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597206,PI 597206,Black Eagle,Vitis hybr.,GEN,"New York, United States",1006933.0,True,0.09,61.3,0.0,38.7,0.0,0.0,BLACK EAGLE,1395,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CONCORD,ROSA DEL PERU,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597205,PI 597205,Naples,Vitis hybr.,GEN,"New York, United States",1006908.0,True,0.1,61.9,0.0,38.1,0.0,0.0,NAPLES,8347,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,DELAWARE,NEW YORK 8042,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597153,PI 597153,Bertille Seyve 3563,Vitis hybr.,GEN,France,1005662.0,True,0.09,66.4,0.0,33.6,0.0,0.0,BERTILLE SEYVE 1353,1235,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,ARAMON DU GARD,BERTILLE SEYVE 316,,M5_fuzzy(r=0.947),1,OK,OK,False
PI_597167,PI 597167,Napka,Vitis hybr.,GEN,"South Dakota, United States",1006056.0,True,0.13,12.0,62.6,25.4,0.0,0.0,NAPKA,14488,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,SALEM,BETA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597163,PI 597163,Burdin 6055,Vitis hybr.,GEN,France,1005845.0,True,0.08,68.3,0.0,31.7,0.0,0.0,BURDIN 6055,1863,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,PLANTET,SEINOIR,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597161,PI 597161,Seibel 2,Vitis hybr.,GEN,France,1005823.0,True,0.15,48.4,0.0,51.6,0.0,0.0,SEIBEL 2,10860,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,MUNSON,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597160,PI 597160,Burdin 4672,Vitis hybr.,GEN,France,1005809.0,True,0.09,50.7,36.7,12.6,0.0,0.0,BURDIN 4672,1835,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,PLANTET,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597158,PI 597158,Landot 234,Vitis hybr.,GEN,Unknown,1005781.0,True,0.35,0.0,49.1,50.9,0.0,0.0,LANDOT 234,6711,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,PLANTET,GAMAY MOUROT,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597155,PI 597155,Perbos 164,Vitis hybr.,GEN,France,1005698.0,True,0.29,0.0,50.0,50.0,0.0,0.0,PERBOS 164,9134,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597152,PI 597152,Perbos 226,Vitis hybr.,GEN,France,1005643.0,True,0.14,53.4,37.8,8.1,0.0,0.7,PERBOS 226,9139,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597171,PI 597171,Dunkirk,Vitis hybr.,GEN,"New York, United States",1006283.0,True,0.11,57.3,0.0,42.7,0.0,0.0,DUNKIRK,3725,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,BRIGHTON,IONA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597151,PI 597151,Seibel 11259,Vitis hybr.,GEN,France,1005623.0,True,0.08,50.0,50.0,0.0,0.0,0.0,SEIBEL 11259,11375,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597147,PI 597147,Bertille Seyve 6264,Vitis hybr.,GEN,France,1005519.0,True,0.11,34.3,40.0,25.7,0.0,0.0,BERTILLE SEYVE 6264,1276,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597146,PI 597146,Bertille Seyve 3408,Vitis hybr.,GEN,France,1005485.0,True,0.08,50.0,50.0,0.0,0.0,0.0,BERTILLE SEYVE 3408,1259,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,BERTILLE SEYVE 872,SEIBEL 5410,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597145,PI 597145,Joannes Seyve 13756,Vitis hybr.,GEN,France,1005454.0,True,0.15,0.0,100.0,0.0,0.0,0.0,JOANNES SEYVE 13756,5776,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597144,PI 597144,Joannes Seyve 26-487,Vitis hybr.,GEN,France,1005445.0,True,0.4,57.0,33.0,9.9,0.0,0.1,JOANNES SEYVE 26487,5804,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M5_fuzzy(r=0.974),1,OK,OK,False
PI_597142,PI 597142,Landot 1678,Vitis hybr.,GEN,Unknown,1005408.0,True,0.1,49.5,38.7,11.9,0.0,0.0,LANDOT 1678,6723,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,PLANTET,SEINOIR,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597141,PI 597141,Seibel 5163,Vitis hybr.,GEN,France,1005407.0,True,0.15,48.4,37.2,14.4,0.0,0.0,SEIBEL 5163,11075,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 2510,GAILLARD 2,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597140,PI 597140,Seyve Villard 23-18,Vitis hybr.,GEN,"Auvergne-Rh√¥ne-Alpes, France",1005379.0,True,0.09,53.0,38.4,8.4,0.0,0.2,SEYVE VILLARD 23- 18,11635,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,RUBILANDE,CHANCELLOR,,M3_umlaut|M4_hybrid_spacing,2,OK,OK,False
PI_597139,PI 597139,Seibel 5296,Vitis hybr.,GEN,France,1005306.0,True,0.15,0.0,100.0,0.0,0.0,0.0,SEIBEL 5296,11091,FRANCE,VITIS INTERSPECIFIC CROSSING,ROSE,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597138,PI 597138,Seyve Villard 12-303,Vitis hybr.,GEN,France,1005282.0,True,0.09,58.0,29.5,11.9,0.0,0.7,SEYVE VILLARD 12- 303,11581,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 6468,SUBEREUX,view,M3_umlaut|M4_hybrid_spacing,2,OK,OK,False
PI_597170,PI 597170,Oneida,Vitis hybr.,GEN,"New York, United States",1006260.0,True,0.09,59.9,0.0,40.1,0.0,0.0,ONEIDA,8773,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,MERRIMAC,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597189,PI 597189,Seibel 8740,Vitis hybr.,GEN,France,1006632.0,True,0.4,0.0,99.6,0.4,0.0,0.0,SEIBEL 8740,11312,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597202,PI 597202,Regal,Vitis hybr.,GEN,"Illinois, United States",1006871.0,True,0.12,34.5,0.3,65.2,0.0,0.0,REGAL,9992,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,VITIS LABRUSCA LINNE,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
PI_597201,PI 597201,Brighton,Vitis hybr.,GEN,"New York, United States",1006858.0,True,0.12,50.8,0.0,49.1,0.0,0.1,BRIGHTON,1680,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,DIANA HAMBURG,CONCORD,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597200,PI 597200,Empire State,Vitis hybr.,GEN,"New York, United States",1006855.0,True,0.38,47.1,1.6,51.3,0.0,0.0,EMPIRE STATE,3908,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,HARTFORD,CLINTON,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597199,PI 597199,Pontiac,Vitis hybr.,GEN,"New York, United States",1006839.0,True,0.18,45.7,0.0,54.3,0.0,0.0,PONTIAC,9599,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,HERBERT,WORDEN,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597197,PI 597197,Perbos 151,Vitis hybr.,GEN,France,1006817.0,True,0.12,45.0,44.9,10.1,0.0,0.0,PERBOS 151,9131,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597196,PI 597196,Barry,Vitis hybr.,GEN,"Massachusetts, United States",1006783.0,True,0.07,50.0,0.3,49.7,0.0,0.0,BARRY,1012,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CARTER,SCHIAVA GROSSA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597193,PI 597193,Seibel 4646,Vitis hybr.,GEN,France,1006716.0,True,0.2,0.0,1.1,98.9,0.0,0.0,SEIBEL 446,10940,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,MUNSON,HERBEMONT,,M5_fuzzy(r=0.952),1,OK,OK,False
PI_597192,PI 597192,Seibel 14-117,Vitis hybr.,GEN,France,1006703.0,True,0.18,0.0,99.6,0.4,0.0,0.0,SEIBEL 14117,11418,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,PLANTET,SEIBEL 7757,,M5_fuzzy(r=0.960),1,OK,OK,False
PI_597191,PI 597191,Perbos 155,Vitis hybr.,GEN,France,1006676.0,True,0.15,0.0,96.0,4.0,0.0,0.0,PERBOS 155,9132,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597188,PI 597188,Seyve-Villard 16-207,Vitis hybr.,GEN,France,1006586.0,True,0.1,55.6,33.6,10.8,0.0,0.0,SEYVE VILLARD 16- 207,11615,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 8403,CHANCELLOR,,M5_fuzzy(r=0.927),1,OK,OK,False
PI_597173,PI 597173,Delago,Vitis hybr.,GEN,"Texas, United States",1006299.0,True,0.1,50.2,0.0,49.8,0.0,0.0,DELAGO,3495,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,DELAWARE,GOETHE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597186,PI 597186,Niagara Rose,Vitis hybr.,GEN,Unknown,1006548.0,True,0.1,43.4,0.0,56.6,0.0,0.0,NIAGARA ROSE,26415,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597184,PI 597184,Seibel 5409,Vitis hybr.,GEN,France,1006535.0,True,0.14,56.0,26.4,17.6,0.0,0.0,SEIBEL 409,17892,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,OTHELLO PETIT,GANZIN 1,,M5_fuzzy(r=0.952),1,OK,OK,False
PI_597183,PI 597183,Seibel 6468,Vitis hybr.,GEN,France,1006520.0,True,0.15,0.0,54.2,45.6,0.0,0.2,SEIBEL 6468,11181,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,SEIBEL 4614,SEIBEL 3011,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597181,PI 597181,Veeblanc,Vitis hybr.,GEN,"Ontario, Canada",1006499.0,True,0.16,17.3,20.7,62.0,0.0,0.0,VEEBLANC,12924,CANADA,VITIS INTERSPECIFIC CROSSING,BLANC,CASCADE,SEYVE VILLARD 14- 287,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597178,PI 597178,Secretary,Vitis hybr.,GEN,"New York, United States",1006400.0,True,0.32,50.1,49.9,0.0,0.0,0.0,SECRETARY,10853,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CLINTON,MUSCAT HAMBURG,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597177,PI 597177,Rosebelle,Vitis hybr.,GEN,"Maryland, United States",1006379.0,True,0.14,32.0,0.0,68.0,0.0,0.0,ROSEBELLE,10207,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,FREDONIA,NIAGARA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_597175,PI 597175,Seibel 6339,Vitis hybr.,GEN,France,1006321.0,True,0.13,59.8,25.7,14.6,0.0,0.0,SEIBEL 6339,11178,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 867,SEIBEL 2524,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
PI_597174,PI 597174,Marion,Vitis hybr.,GEN,"Pennsylvania, United States",1006316.0,True,0.13,0.0,50.1,49.9,0.0,0.0,MARION,7413,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RIPARIA MICHAUX,VITIS LABRUSCA LINNE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
PI_588076,PI 588076,Seneca,Vitis hybr.,GEN,"New York, United States",1001571.0,True,0.09,73.1,0.0,26.9,0.0,0.0,SENECA,11486,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,LUGLIENGA BIANCA,ONTARIO,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
