vivc_prime_name,n_sources,passport_candidate,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,name_in_lacombe_2013,name_in_laucou_2018,name_in_lac_emanuelli_2020,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id
HEUNISH ROTGESTREIFT,1,HEUNISCH ROTGESTREIFT,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
HONGWUZILU 60-33,1,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
HOSSZUNYELU,1,HOSSZUNYELUE,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
HOUSSEIN KRASNYI,1,NIMRANG KRASNYI,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
HUXELREBE = ALZEY 3962,1,HUXELREBE,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
HÄNGLING BLAU (COLLECTION OBERLIN) PINOT,1,SALICETTE (COLLECTION OBERLIN),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
HÄNGLING SPÄNISCHER = TAUBERSCHWARZ,1,TAUBERSCHWARZ,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
HÖLDER = WE S 397,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
IAC     16-  2,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
IAC     74-  2,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
IAC 0016-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0023-08,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0031-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0074-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0082-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0137-04,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0141-51,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0158-12,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0192-54,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0202-28,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0202-43,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0211-2,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0233,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0274-16,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0274-21,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0282,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0324-20 FADA,1,FADA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0338-04,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0339-03,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0341-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0351-05,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0353-03,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0387,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0388 SANTA TEREZA,1,SANTA TEREZA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0393-04,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0393-05,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0403-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0405-06,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0408-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0433-06 BRANCA DE NEVE,1,BRANCA DE NEVE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0457-11  IRACEMA,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0460-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0473-07,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0486-03,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0496-15,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0501-06 SORAYA,1,SORAYA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0504-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0506-33 ISAURA,1,ISAURA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0510-08,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0512-11,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0514-06 MARIA,1,SANTA MARIA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0544-14,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0547-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0574-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0583-03,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0584-53,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0588-12 #,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0589-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0592-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0594-03,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0670-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0671-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0699-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0720-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0730-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0733-39,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0740-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0746-03,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0762-08,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0768-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0772-41,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0775-26 AURORA,1,AURORA INTA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0778-04,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0804-13,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0813-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0822-21,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0842-04 EUGENIO,1,EUGENIO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0860-05,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0861-03,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0862-10,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0871-05 GENI,1,GENI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0871-13 A DONA,1,DONA ANA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0871-18,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0871-41 PATRÍCIA,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0871-41 ROSA LINDA #,1,ROSA LINDA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0877-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0882-11,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0901-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0903-15,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0903-47,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0904-11,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0904-30,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0904-41,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0904-47,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0905-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0911-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0915-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0918-52,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0960-11,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0966-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 0994-07,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1025-17,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1117-06,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1135-01,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 116-31 RAINHA,1,RAINHA DE FRANCA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1193 #,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1238-08,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 138-22 MÁXIMO,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1398-21 TRAVIÚ,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1410-04,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1410-08 EZEQUIEL,1,EZEQUIEL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1490-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1595-02 LÍGIA,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1595-16 ANGELINA,1,ANGELINA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1596-02 MARTA,1,MARTA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1726-03 ROBERTA,1,ROBERTA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1848-04,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1848-11,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1851-02,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 1897-16,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 21-14 MADALENA,1,MADALENA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 313 TROPICAL,1,TROPICAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 514- 6 MARIA,1,SANTA MARIA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 571-6 JUNDIAÍ,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 572 JALES,1,JALES,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 74- 1 IARA,1,IARA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 766 CAMPINAS,1,CAMPINAS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 960-12,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC 960-9 SANCHES #,1,SANCHES,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IAC JULIANA,1,JULIANA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IGAWA 0682,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IGAWA 1010,1,IKAWA 1010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IMPIGNO B.,1,IMPIGNO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
INCROCIO BRUNI 624,1,INCROCIO FEDIT 52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
INCROCIO MANZONI 2-3,1,INCROCIO FEDIT 52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
INCROCIO MANZONI 2.15,1,INCROCIO FEDIT 52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
INCROCIO TERZI N.1,1,INCROCIO FEDIT 52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
IONA #,1,IONA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
ISABELÃO,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
ITALA,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
ITALIANA #,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
ITÁLIA,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IUSANA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
IVES (BORDÔ),1,IVES,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
IZABEL SPORT,1,MAGRET SPORT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
J 7601-96,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
J 7602-44,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
